date,fiscal_year,customer_code,market,product_code,product,variant,sold_quantity,gross_price_per_item,gross_price_total,pre_invoice_discount_pct
2017-09-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2779
2017-09-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2091
2017-09-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2924
2017-09-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2992
2017-09-01,2018,90011190,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.2717
2017-09-01,2018,90011191,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,15.3952,215.53,0.2270
2017-09-01,2018,90012033,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2847
2017-09-01,2018,90012034,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.1984
2017-09-01,2018,90012035,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2777
2017-09-01,2018,90012037,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2204
2017-09-01,2018,90012038,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2947
2017-09-01,2018,90012039,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2285
2017-09-01,2018,90012041,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.3952,0.00,0.2576
2017-09-01,2018,90013117,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1990
2017-09-01,2018,90013118,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2634
2017-09-01,2018,90013119,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2809
2017-09-01,2018,90013121,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2639
2017-09-01,2018,90013122,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.1942
2017-09-01,2018,90013123,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2567
2017-09-01,2018,90016173,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2083
2017-09-01,2018,90016175,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2551
2017-09-01,2018,90022071,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,15.3952,323.30,0.1906
2017-09-01,2018,90022073,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11,0.2834
2017-09-01,2018,90022074,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,39,15.3952,600.41,0.2709
2017-09-01,2018,90022075,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,15.3952,292.51,0.2553
2017-09-01,2018,90022077,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.2394
2017-09-01,2018,90022078,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,15.3952,307.90,0.2882
2017-09-01,2018,90022079,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.3952,446.46,0.2788
2017-09-01,2018,90022081,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,37,15.3952,569.62,0.2957
2017-09-01,2018,90022082,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37,0.2954
2017-09-01,2018,90022083,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.2551
2017-09-01,2018,90023022,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2054
2017-09-01,2018,90023023,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2764
2017-09-01,2018,90023025,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2908
2017-09-01,2018,90023026,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2998
2017-09-01,2018,90023027,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2755
2017-09-01,2018,90023029,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2171
2017-09-01,2018,90023030,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2117
2017-09-01,2018,90027207,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2803
2017-10-01,2018,70002017,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,54,15.3952,831.34,0.0824
2017-10-01,2018,70002018,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,53,15.3952,815.95,0.2956
2017-10-01,2018,70003181,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.0536
2017-10-01,2018,70003182,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.2378
2017-10-01,2018,70006157,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1057
2017-10-01,2018,70006158,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.3952,138.56,0.1875
2017-10-01,2018,70007198,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.0700
2017-10-01,2018,70008169,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.0953
2017-10-01,2018,70008170,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.1896
2017-10-01,2018,70011193,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,15.3952,200.14,0.0521
2017-10-01,2018,70011194,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,15.3952,123.16,0.2046
2017-10-01,2018,70013125,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.0587
2017-10-01,2018,70013126,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2501
2017-10-01,2018,70016177,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.0856
2017-10-01,2018,70016178,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.1937
2017-10-01,2018,70022084,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,26,15.3952,400.28,0.0589
2017-10-01,2018,70022085,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,28,15.3952,431.07,0.2025
2017-10-01,2018,70023032,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2999
2017-10-01,2018,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.1896
2017-10-01,2018,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,41,15.3952,631.20,0.2728
2017-10-01,2018,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,52,15.3952,800.55,0.2231
2017-10-01,2018,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2254
2017-10-01,2018,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2798
2017-10-01,2018,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,88,15.3952,1354.78,0.2490
2017-10-01,2018,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,71,15.3952,1093.06,0.2005
2017-10-01,2018,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,36,15.3952,554.23,0.2103
2017-10-01,2018,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,55,15.3952,846.74,0.2121
2017-10-01,2018,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,74,15.3952,1139.24,0.2923
2017-10-01,2018,90002008,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,32,15.3952,492.65,0.2385
2017-10-01,2018,90002009,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,64,15.3952,985.29,0.2156
2017-10-01,2018,90002010,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,40,15.3952,615.81,0.2242
2017-10-01,2018,90002012,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,100,15.3952,1539.52,0.2329
2017-10-01,2018,90002013,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.2644
2017-10-01,2018,90002014,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,58,15.3952,892.92,0.2971
2017-10-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,15.3952,692.78,0.2134
2017-10-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1809
2017-10-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.3952,184.74,0.2970
2017-10-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.2552
2017-10-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,53,15.3952,815.95,0.2031
2017-10-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11,0.3009
2017-10-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,15.3952,200.14,0.2849
2017-10-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,15.3952,338.69,0.2884
2017-10-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,15.3952,292.51,0.3005
2017-10-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2779
2017-10-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,15.3952,246.32,0.2091
2017-10-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,15.3952,169.35,0.2233
2017-10-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.3952,277.11,0.2992
2017-10-01,2018,90011190,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.3952,153.95,0.2717
2017-10-01,2018,90011192,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.3952,76.98,0.2587
2017-10-01,2018,90013116,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2409
2017-10-01,2018,90013117,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.1990
2017-10-01,2018,90013118,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2634
2017-10-01,2018,90013120,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.2651
2017-10-01,2018,90013121,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2639
2017-10-01,2018,90013122,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.3952,61.58,0.1942
2017-10-01,2018,90013124,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2710
2017-10-01,2018,90016172,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.3952,30.79,0.2525
2017-10-01,2018,90016173,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2083
2017-10-01,2018,90016174,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2051
2017-10-01,2018,90016176,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.3952,15.40,0.2762
2017-10-01,2018,90022072,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,39,15.3952,600.41,0.2934
2017-10-01,2018,90022073,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,31,15.3952,477.25,0.2834
2017-10-01,2018,90022074,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,15.3952,692.78,0.2709
2017-10-01,2018,90022076,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,34,15.3952,523.44,0.2434
2017-10-01,2018,90022077,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.3952,446.46,0.2394
2017-10-01,2018,90022078,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,31,15.3952,477.25,0.2882
2017-10-01,2018,90022080,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,15.3952,215.53,0.1814
2017-10-01,2018,90022081,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,15.3952,508.04,0.2957
2017-10-01,2018,90022082,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,42,15.3952,646.60,0.2954
2017-10-01,2018,90023022,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,15.3952,107.77,0.2054
2017-10-01,2018,90023024,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.3952,46.19,0.2357
2017-10-01,2018,90023025,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.3952,92.37,0.2908
